latitude,longitude,kd_ratio,5G_ratio,city_code,city_name,county_code,county_name,grid_code,grid_name
25.090061,102.795339,0.2778,0.7222,0871,昆明,A0AM,官渡,AM41,永胜网格
24.865953,102.491016,0.3182,0.6818,0871,昆明,A0AG,安宁,AG07,昆钢1网格
24.876907,102.953301,0.5276,0.4724,0871,昆明,A0AE,呈贡,AE16,松茂网格
24.858703,102.39001,0.5142,0.4858,0871,昆明,A0AG,安宁,530181009000,县街网格
25.156039,102.862597,0.5808,0.4192,0871,昆明,A0AX,盘龙,AX23,双龙网格
25.122272,102.919031,0.5258,0.4742,0871,昆明,A0AM,官渡,AM37,空港网格2
24.614294,102.662172,0.5812,0.4188,0871,昆明,A0AD,晋宁,AD01,北门网格
24.999932,102.278208,0.5504,0.4496,0871,昆明,A0AG,安宁,530181005000,青龙网格
24.988603,102.667403,0.6129,0.3871,0871,昆明,A0AN,西山,AN12,采莲网格
25.068943,102.511623,0.4237,0.5763,0871,昆明,A0AN,西山,AN31,龙潭网格
25.171383,102.746188,0.225,0.775,0871,昆明,A0AX,盘龙,AX01,茨坝网格
25.09472,102.515821,0.619,0.381,0871,昆明,A0AN,西山,AN31,龙潭网格
24.866597,102.599158,0.617,0.383,0871,昆明,A0AG,安宁,530181008000,太平网格
25.162754,103.059996,0.44,0.56,0871,昆明,A0AH,嵩明,AH09,杨林镇东北网格
25.344802,103.216299,0.5,0.5,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
25.105605,102.555089,0.5534,0.4466,0871,昆明,A0AN,西山,AN31,龙潭网格
24.960089,102.39211,0.4545,0.5455,0871,昆明,A0AG,安宁,530181007000,草铺网格
25.186279,103.004874,0.5,0.5,0871,昆明,A0AH,嵩明,AH09,杨林镇东北网格
25.496134,103.338444,0.5435,0.4565,0871,昆明,A0AK,寻甸,530129108000,七星镇
24.822781,103.157596,0.5455,0.4545,0871,昆明,A0AF,宜良,530125103000,狗街镇
25.088504,103.188342,0.43,0.57,0871,昆明,A0AF,宜良,530125102000,北古城镇
25.313777,102.974792,0.5868,0.4132,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.565964,103.308155,0.2713,0.7287,0871,昆明,A0AK,寻甸,530129108000,七星镇
25.134842,102.638523,0.5247,0.4753,0871,昆明,A0AW,五华,AW30,西翥网格
24.987941,102.347448,0.5753,0.4247,0871,昆明,A0AG,安宁,530181005000,青龙网格
25.369346,103.019776,0.6111,0.3889,0871,昆明,A0AH,嵩明,AH02,西南街网格
24.940734,102.900413,0.4522,0.5478,0871,昆明,A0AE,呈贡,AE03,白龙潭网格
25.014199,102.629829,0.5106,0.4894,0871,昆明,A0AN,西山,AN01,金碧网格
25.019912,102.539912,0.5736,0.4264,0871,昆明,A0AM,官渡,AM37,空港网格2
24.639099,102.662574,0.5624,0.4376,0871,昆明,A0AD,晋宁,530122105000,上蒜镇
24.8263,102.40835,0.3725,0.6275,0871,昆明,A0AG,安宁,530181009000,县街网格
25.006624,102.593642,0.5263,0.4737,0871,昆明,A0AN,西山,AN12,采莲网格
24.750423,102.742254,0.4797,0.5203,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.736839,102.855972,0.5866,0.4134,0871,昆明,A0AE,呈贡,AE18,马金铺网格
25.064936,102.811157,0.3827,0.6173,0871,昆明,A0AW,五华,AW10,茭菱网格
25.22167,102.967131,0.5556,0.4444,0871,昆明,A0AH,嵩明,AH12,杨林镇职教园网格
24.94076,102.254733,0.5,0.5,0871,昆明,A0AG,安宁,530181006000,禄脿网格
24.905229,102.417631,0.6,0.4,0871,昆明,A0AG,安宁,530181007000,草铺网格
24.991022,103.108511,0.4521,0.5479,0873,红河,G0ED,弥勒,532504107000,西一镇
25.102817,102.902338,0.5221,0.4779,0871,昆明,A0AM,官渡,AM37,空港网格2
24.839231,102.879788,0.6607,0.3393,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
24.910198,103.179277,0.3953,0.6047,0871,昆明,A0AF,宜良,AF03,土桥网格
24.91026,102.388012,0.5714,0.4286,0871,昆明,A0AG,安宁,530181007000,草铺网格
25.687179,103.249204,0.4828,0.5172,0871,昆明,A0AK,寻甸,530129206000,金所乡
25.116755,103.164857,0.5417,0.4583,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.999699,103.196214,0.3933,0.6067,0871,昆明,A0AF,宜良,530125102000,北古城镇
25.488957,103.372214,0.4923,0.5077,0871,昆明,A0AK,寻甸,530129108000,七星镇
24.860544,102.525428,0.5034,0.4966,0871,昆明,A0AN,西山,AN35,磷肥厂网格
24.941917,102.848211,0.5354,0.4646,0871,昆明,A0AE,呈贡,AE19,新册网格
25.123207,102.6684,0.7,0.3,0871,昆明,A0AM,官渡,AM41,永胜网格
25.272384,102.666269,0.2553,0.7447,0871,昆明,A0AW,五华,AW30,西翥网格
25.363924,102.971184,0.5333,0.4667,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.121279,102.826947,0.5347,0.4653,0871,昆明,A0AX,盘龙,AX23,双龙网格
24.994818,102.668389,0.5556,0.4444,0871,昆明,A0AN,西山,AN12,采莲网格
25.038028,103.276783,0.4078,0.5922,0871,昆明,A0AF,宜良,530125201000,耿家营乡
25.074832,102.588458,0.4354,0.5646,0871,昆明,A0AM,官渡,AM37,空港网格2
24.991385,103.012982,0.2,0.8,0871,昆明,A0AF,宜良,530125002000,汤池网格
24.68959,102.763073,0.6144,0.3856,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.911062,102.571799,0.6219,0.3781,0871,昆明,A0AG,安宁,530181008000,太平网格
24.914809,102.551297,0.4766,0.5234,0871,昆明,A0AG,安宁,530181008000,太平网格
24.885681,102.476721,0.425,0.575,0871,昆明,A0AG,安宁,AG04,金宁网格
25.571534,103.282716,0.6901,0.3099,0874,曲靖,D0FD,会泽县,530326213000,田坝乡
25.373531,103.23866,0.5584,0.4416,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
24.82968,103.127273,0.4,0.6,0871,昆明,A0AF,宜良,530125107000,南羊镇
25.208402,103.009962,0.1818,0.8182,0871,昆明,A0AH,嵩明,AH12,杨林镇职教园网格
24.728792,103.1316,0.507,0.493,0871,昆明,A0AF,宜良,530125103000,狗街镇
25.027586,103.154589,0.5385,0.4615,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.804085,102.873423,0.4416,0.5584,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
24.893726,102.527672,0.3529,0.6471,0871,昆明,A0AG,安宁,AG09,昆钢3网格
24.896935,103.271158,0.5161,0.4839,0871,昆明,A0AC,石林,AC05,鹿阜东部网格
25.06109,103.250354,0.2553,0.7447,0871,昆明,A0AF,宜良,530125201000,耿家营乡
24.904392,102.650793,0.5027,0.4973,0871,昆明,A0AN,西山,AN10,广福网格
25.918072,103.227846,0.7609,0.2391,0871,昆明,A0AB,东川,530113104000,阿旺镇
24.955697,102.907116,0.4755,0.5245,0871,昆明,A0AE,呈贡,AE03,白龙潭网格
25.634463,103.233237,0.4444,0.5556,0871,昆明,A0AK,寻甸,530129206000,金所乡
24.980679,102.475267,0.4311,0.5689,0871,昆明,A0AG,安宁,530181004000,温泉网格
24.942939,102.622488,0.3425,0.6575,0871,昆明,A0AG,安宁,530181008000,太平网格
24.939709,102.52894,0.5517,0.4483,0871,昆明,A0AG,安宁,AG02,小百文网格
25.270248,103.158852,0.562,0.438,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
24.59801,102.76293,0.5436,0.4564,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.84682,102.806365,0.5862,0.4138,0871,昆明,A0AE,呈贡,AE04,市政网格
24.979707,102.256725,0.4409,0.5591,0871,昆明,A0AG,安宁,530181006000,禄脿网格
25.020276,102.910194,0.5593,0.4407,0871,昆明,A0AM,官渡,AM38,大板桥网格
24.938089,103.201337,0.5572,0.4428,0871,昆明,A0AF,宜良,530125102000,北古城镇
25.352833,103.253497,0.5,0.5,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
25.148557,102.983513,0.4923,0.5077,0871,昆明,A0AM,官渡,AM37,空港网格2
24.771952,103.138853,0.6593,0.3407,0871,昆明,A0AF,宜良,530125103000,狗街镇
25.233849,103.12754,0.4231,0.5769,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
25.015441,102.870604,0.6377,0.3623,0871,昆明,A0AM,官渡,AM38,大板桥网格
25.27132,103.20218,0.6145,0.3855,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
25.076234,102.877492,0.532,0.468,0871,昆明,A0AM,官渡,AM38,大板桥网格
25.242735,102.685615,0.5162,0.4838,0871,昆明,A0AW,五华,AW30,西翥网格
24.906133,102.91431,0.5215,0.4785,0871,昆明,A0AE,呈贡,AE16,松茂网格
24.716444,103.17411,0.375,0.625,0871,昆明,A0AF,宜良,530125103000,狗街镇
24.606464,102.609803,0.5886,0.4114,0871,昆明,A0AD,晋宁,530122107000,宝峰镇
25.193355,102.695908,0.6129,0.3871,0871,昆明,A0AM,官渡,AM41,永胜网格
25.445202,103.095753,0.2667,0.7333,0871,昆明,A0AH,嵩明,AH06,城郊网格
24.613262,102.790318,0.7317,0.2683,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.871612,102.513318,0.4858,0.5142,0871,昆明,A0AG,安宁,AG09,昆钢3网格
25.590202,103.224246,0.4984,0.5016,0871,昆明,A0AK,寻甸,530129206000,金所乡
24.671113,102.684651,0.6047,0.3953,0871,昆明,A0AD,晋宁,530122105000,上蒜镇
25.065971,102.784433,0.3162,0.6838,0871,昆明,A0AW,五华,AW10,茭菱网格
24.77774,102.89063,0.5647,0.4353,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
24.596319,102.683688,0.5197,0.4803,0871,昆明,A0AM,官渡,AM41,永胜网格
25.335892,103.015392,0.4759,0.5241,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.19897,102.939958,0.3924,0.6076,0871,昆明,A0AM,官渡,AM36,空港网格1
25.128343,102.770529,0.7018,0.2982,0871,昆明,A0AX,盘龙,AX01,茨坝网格
25.831423,103.275198,0.5,0.5,0874,曲靖,D0FA,麒麟区,D0FA#,麒麟区网格不详
24.758914,102.455205,0.4876,0.5124,0871,昆明,A0AD,晋宁,530122103000,二街镇
24.630712,102.683126,0.5474,0.4526,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.856763,102.613781,0.3036,0.6964,0871,昆明,A0AN,西山,AN12,采莲网格
24.758899,102.422512,0.4,0.6,0871,昆明,A0AG,安宁,530181009000,县街网格
25.006117,102.550595,0.5769,0.4231,0871,昆明,A0AM,官渡,AM37,空港网格2
25.286944,103.08351,0.5607,0.4393,0871,昆明,A0AH,嵩明,530127102000,小街镇
24.881014,102.404911,0.32,0.68,0871,昆明,A0AG,安宁,530181009000,县街网格
25.111363,102.625635,0.5294,0.4706,0871,昆明,A0AW,五华,AW19,新域大塘网格
24.816045,102.356839,0.4593,0.5407,0871,昆明,A0AG,安宁,530181009000,县街网格
25.096606,102.86423,0.4198,0.5802,0871,昆明,A0AX,盘龙,AX23,双龙网格
24.861571,102.661034,0.6452,0.3548,0871,昆明,A0AN,西山,AN12,采莲网格
25.42753,103.095217,0.4583,0.5417,0871,昆明,A0AH,嵩明,AH06,城郊网格
25.289306,103.125503,0.6241,0.3759,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
25.318919,103.206374,0.3226,0.6774,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
24.841988,102.373609,0.6667,0.3333,0871,昆明,A0AG,安宁,530181009000,县街网格
24.787075,103.166525,0.6325,0.3675,0871,昆明,A0AF,宜良,530125103000,狗街镇
24.705157,102.527377,0.6281,0.3719,0871,昆明,A0AD,晋宁,530122103000,二街镇
25.046608,102.311365,0.4545,0.5455,0871,昆明,A0AG,安宁,530181005000,青龙网格
25.297506,102.985804,0.5527,0.4473,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.396386,103.279838,0.5312,0.4688,0871,昆明,A0AK,寻甸,530129207000,塘子镇
25.044956,103.187363,0.4652,0.5348,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.903495,102.583044,0.5376,0.4624,0871,昆明,A0AG,安宁,530181008000,太平网格
25.886444,103.272115,0.3733,0.6267,0871,昆明,A0AB,东川,530113104000,阿旺镇
25.959767,103.239215,0.4951,0.5049,0871,昆明,A0AB,东川,530113104000,阿旺镇
24.961131,102.535622,0.6019,0.3981,0871,昆明,A0AG,安宁,530181008000,太平网格
25.111107,102.650499,0.5672,0.4328,0871,昆明,A0AM,官渡,AM41,永胜网格
25.249179,102.934747,0.4154,0.5846,0871,昆明,A0AH,嵩明,530127106000,滇源镇
25.33904,102.994931,0.4591,0.5409,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.04501,102.926198,0.5137,0.4863,0871,昆明,A0AM,官渡,AM37,空港网格2
24.916138,102.538298,0.5446,0.4554,0871,昆明,A0AG,安宁,AG09,昆钢3网格
25.091988,102.57136,0.4971,0.5029,0871,昆明,A0AN,西山,AN31,龙潭网格
24.735213,102.422316,0.5369,0.4631,0871,昆明,A0AG,安宁,530181003000,八街网格
25.701066,103.250916,0.5714,0.4286,0871,昆明,A0AK,寻甸,530129106000,功山镇
24.657727,102.714514,0.4416,0.5584,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.863603,102.435368,0.5104,0.4896,0871,昆明,A0AG,安宁,530181009000,县街网格
25.366668,103.108057,0.5758,0.4242,0871,昆明,A0AH,嵩明,530127102000,小街镇
25.319192,103.018741,0.5503,0.4497,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.149145,102.66758,0.5106,0.4894,0871,昆明,A0AW,五华,AW30,西翥网格
25.027574,103.04431,0.5619,0.4381,0871,昆明,A0AF,宜良,530125002000,汤池网格
24.769009,102.848375,0.5262,0.4738,0871,昆明,A0AE,呈贡,AE18,马金铺网格
24.983832,103.125182,0.5,0.5,0871,昆明,A0AF,宜良,AF04,金星网格
25.024652,102.879813,0.5263,0.4737,0871,昆明,A0AM,官渡,AM38,大板桥网格
25.166338,102.961214,0.4286,0.5714,0871,昆明,A0AM,官渡,AM36,空港网格1
24.861907,102.976784,0.5906,0.4094,0877,玉溪,F0IF,澄江县,530422102000,阳宗镇
24.669914,102.759845,0.5204,0.4796,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.963982,102.246719,0.6646,0.3354,0878,楚雄,E0JJ,禄丰县,532331108000,土官镇
24.932165,102.413694,0.5606,0.4394,0871,昆明,A0AG,安宁,530181007000,草铺网格
24.989213,102.567365,0.5094,0.4906,0871,昆明,A0AG,安宁,530181008000,太平网格
25.2278,102.673698,0.4905,0.5095,0871,昆明,A0AW,五华,AW30,西翥网格
25.259349,102.975942,0.3333,0.6667,0871,昆明,A0AH,嵩明,AH12,杨林镇职教园网格
25.18941,102.74083,0.4237,0.5763,0871,昆明,A0AX,盘龙,AX01,茨坝网格
24.953128,102.555473,0.32,0.68,0871,昆明,A0AG,安宁,530181008000,太平网格
25.211475,103.151379,0.4514,0.5486,0871,昆明,A0AH,嵩明,530127104000,牛栏江镇
24.79187,102.862212,0.3607,0.6393,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
24.98712,102.659232,0.0769,0.9231,0871,昆明,A0AN,西山,AN12,采莲网格
25.614992,103.267418,0.527,0.473,0871,昆明,A0AK,寻甸,AK99,仁德城东网格
25.580853,103.257832,0.2857,0.7143,0871,昆明,A0AK,寻甸,AK98,仁德城西网格
25.64367,103.27917,0.4754,0.5246,0871,昆明,A0AK,寻甸,530129206000,金所乡
25.093384,102.895928,0.6522,0.3478,0871,昆明,A0AM,官渡,AM37,空港网格2
24.923681,103.110042,0.5136,0.4864,0871,昆明,A0AF,宜良,AF01,匡山网格
24.951752,102.478981,0.6483,0.3517,0871,昆明,A0AG,安宁,AG02,小百文网格
24.920457,102.6416,0.4407,0.5593,0871,昆明,A0AN,西山,AN10,广福网格
24.63458,102.772319,0.4426,0.5574,0871,昆明,A0AD,晋宁,530122102000,晋城镇
25.449405,103.331988,0.2609,0.7391,0871,昆明,A0AK,寻甸,530129207000,塘子镇
24.929947,102.398044,0.5942,0.4058,0871,昆明,A0AG,安宁,530181007000,草铺网格
25.036012,102.282842,0.5,0.5,0871,昆明,A0AG,安宁,530181005000,青龙网格
24.632192,102.623143,0.4211,0.5789,0871,昆明,A0AD,晋宁,AD01,北门网格
24.819013,102.782838,0.4348,0.5652,0871,昆明,A0AE,呈贡,AE14,大渔网格
25.549083,103.162146,0.5839,0.4161,0871,昆明,A0AK,寻甸,530129206000,金所乡
24.956888,102.858524,0.5747,0.4253,0871,昆明,A0AE,呈贡,AE21,大冲网格
25.076629,102.628521,0.4262,0.5738,0871,昆明,A0AW,五华,AW19,新域大塘网格
24.985788,102.449787,0.5691,0.4309,0871,昆明,A0AG,安宁,530181004000,温泉网格
24.80902,102.85681,0.5179,0.4821,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
25.546228,103.224936,0.55,0.45,0871,昆明,A0AK,寻甸,530129206000,金所乡
25.051435,102.512357,0.6429,0.3571,0871,昆明,A0AN,西山,AN31,龙潭网格
24.94684,102.93087,0.592,0.408,0871,昆明,A0AE,呈贡,AE15,七甸网格
25.169534,102.74204,0.469,0.531,0871,昆明,A0AX,盘龙,AX01,茨坝网格
