latitude,longitude,kd_ratio,5G_ratio,city_code,city_name,county_code,county_name,grid_code,grid_name
24.905764,102.600303,0.6498,0.3502,0871,昆明,A0AG,安宁,530181008000,太平网格
25.000946,102.59112,0.5637,0.4363,0871,昆明,A0AN,西山,AN12,采莲网格
24.784061,102.582855,0.4675,0.5325,0871,昆明,A0AN,西山,A0AN#,西山网格不详
24.804085,102.873423,0.5106,0.4894,0871,昆明,A0AE,呈贡,AE08,万溪冲网格
24.761663,102.597804,0.6027,0.3973,0871,昆明,A0AD,晋宁,530122103000,二街镇
25.164253,102.963207,0.5235,0.4765,0871,昆明,A0AM,官渡,AM36,空港网格1
24.651446,102.680947,0.7419,0.2581,0871,昆明,A0AD,晋宁,530122105000,上蒜镇
24.619502,102.584605,0.5263,0.4737,0871,昆明,A0AD,晋宁,530122107000,宝峰镇
25.053855,102.837929,0.5206,0.4794,0871,昆明,A0AM,官渡,AM32,广卫网格
25.207942,102.689315,0.6444,0.3556,0871,昆明,A0AW,五华,AW20,黑林铺网格
24.662624,102.702231,0.5539,0.4461,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.850009,102.809854,0.4848,0.5152,0871,昆明,A0AE,呈贡,AE22,呈贡校园网格
25.314168,103.02745,0.5467,0.4533,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
24.996009,102.890167,0.4928,0.5072,0871,昆明,A0AE,呈贡,AE21,大冲网格
24.653327,102.752109,0.5,0.5,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.790032,102.829975,0.4824,0.5176,0871,昆明,A0AE,呈贡,AE17,高新网格
25.068046,102.789015,0.35,0.65,0871,昆明,A0AM,官渡,AM41,永胜网格
24.86012,102.52535,0.5031,0.4969,0871,昆明,A0AN,西山,AN35,磷肥厂网格
24.948458,102.448919,0.5398,0.4602,0871,昆明,A0AG,安宁,530181004000,温泉网格
24.727678,102.781263,0.5217,0.4783,0871,昆明,A0AD,晋宁,530122102000,晋城镇
25.02463,102.616337,0.3125,0.6875,0871,昆明,A0AM,官渡,AM41,永胜网格
25.102051,102.964075,0.5443,0.4557,0871,昆明,A0AM,官渡,AM36,空港网格1
24.885641,102.547304,0.557,0.443,0871,昆明,A0AG,安宁,530181008000,太平网格
24.716438,102.572555,0.4651,0.5349,0871,昆明,A0AD,晋宁,530122103000,二街镇
24.865953,102.491016,0.4992,0.5008,0871,昆明,A0AG,安宁,AG07,昆钢1网格
24.983377,102.652813,0.5637,0.4363,0871,昆明,A0AN,西山,AN12,采莲网格
25.178774,103.026837,0.4675,0.5325,0871,昆明,A0AH,嵩明,AH09,杨林镇东北网格
24.76792,102.753013,0.4645,0.5355,0871,昆明,A0AD,晋宁,530122102000,晋城镇
24.94082,102.715718,0.5484,0.4516,0871,昆明,A0AM,官渡,AM41,永胜网格
25.015441,102.870604,0.5778,0.4222,0871,昆明,A0AM,官渡,AM38,大板桥网格
25.109905,102.658129,0.6944,0.3056,0871,昆明,A0AM,官渡,AM41,永胜网格
24.619041,102.687611,0.4759,0.5241,0871,昆明,A0AD,晋宁,530122102000,晋城镇
25.091144,102.910344,0.4712,0.5288,0871,昆明,A0AM,官渡,AM37,空港网格2
24.834881,102.539632,0.5273,0.4727,0871,昆明,A0AN,西山,AN12,采莲网格
25.048629,102.633562,0.371,0.629,0871,昆明,A0AM,官渡,AM41,永胜网格
25.176317,102.660884,0.57,0.43,0871,昆明,A0AW,五华,AW30,西翥网格
25.060445,102.942235,0.5652,0.4348,0871,昆明,A0AM,官渡,AM37,空港网格2
24.777565,102.836867,0.5505,0.4495,0871,昆明,A0AE,呈贡,AE17,高新网格
25.118321,102.787131,0.567,0.433,0871,昆明,A0AX,盘龙,AX01,茨坝网格
25.19927,102.987176,0.5589,0.4411,0871,昆明,A0AM,官渡,AM36,空港网格1
25.32419,103.008909,0.4384,0.5616,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
24.916138,102.538298,0.4943,0.5057,0871,昆明,A0AG,安宁,AG09,昆钢3网格
24.934034,102.862153,0.5816,0.4184,0871,昆明,A0AE,呈贡,AE19,新册网格
24.860916,102.637577,0.5,0.5,0871,昆明,A0AN,西山,AN12,采莲网格
24.659239,102.716785,0.5614,0.4386,0871,昆明,A0AD,晋宁,530122105000,上蒜镇
24.956888,102.858524,0.4471,0.5529,0871,昆明,A0AE,呈贡,AE21,大冲网格
25.259349,102.975942,0.5088,0.4912,0871,昆明,A0AH,嵩明,AH12,杨林镇职教园网格
25.107297,102.884476,0.3933,0.6067,0871,昆明,A0AX,盘龙,AX23,双龙网格
24.951954,102.547957,0.5635,0.4365,0871,昆明,A0AG,安宁,530181008000,太平网格
24.578191,102.582615,0.511,0.489,0871,昆明,A0AD,晋宁,530122201000,双河彝族乡
25.335892,103.015392,0.7018,0.2982,0871,昆明,A0AH,嵩明,530127107000,杨桥乡镇
25.010155,102.550917,0.5872,0.4128,0871,昆明,A0AM,官渡,AM37,空港网格2
24.664965,102.652887,0.5312,0.4688,0877,玉溪,F0IC,易门县,530425202000,十街彝族乡
25.15778,103.044777,0.5292,0.4708,0871,昆明,A0AH,嵩明,AH09,杨林镇东北网格
25.199744,103.057187,0.4302,0.5698,0871,昆明,A0AH,嵩明,AH09,杨林镇东北网格
25.07318,102.876231,0.6468,0.3532,0871,昆明,A0AM,官渡,AM38,大板桥网格
25.126305,102.688667,0.5357,0.4643,0871,昆明,A0AW,五华,AW15,普吉网格
24.926935,102.551507,0.6667,0.3333,0871,昆明,A0AG,安宁,530181008000,太平网格
27.400593,103.668035,0.3894,0.6106,0870,昭通,C0LY,昭阳区,530602101000,旧圃镇
27.243277,103.635117,0.5656,0.4344,0870,昭通,C0LY,昭阳区,530602102000,永丰镇
27.289855,103.570353,0.4091,0.5909,0870,昭通,C0LY,昭阳区,530602108000,苏家院镇
27.270949,103.700858,0.4661,0.5339,0870,昭通,C0LY,昭阳区,530602102000,永丰镇
27.287011,103.680559,0.25,0.75,0870,昭通,C0LY,昭阳区,CY01,锦绣网格
27.325439,103.773186,0.6186,0.3814,0870,昭通,C0LY,昭阳区,CY04,祥和网格
27.438006,103.770542,0.6067,0.3933,0870,昭通,C0LY,昭阳区,530602103000,北闸镇
27.343374,103.562932,0.4355,0.5645,0870,昭通,C0LY,昭阳区,530602107000,乐居镇
27.307897,103.578965,0.4651,0.5349,0870,昭通,C0LY,昭阳区,530602108000,苏家院镇
27.377385,103.748105,0.4214,0.5786,0870,昭通,C0LY,昭阳区,CY03,侨通网格
27.435243,103.724532,0.4167,0.5833,0870,昭通,C0LY,昭阳区,530602103000,北闸镇
27.318852,103.549023,0.4849,0.5151,0870,昭通,C0LY,昭阳区,530602108000,苏家院镇
27.400585,103.635074,0.4877,0.5123,0870,昭通,C0LY,昭阳区,530602101000,旧圃镇
25.630858,100.206514,0.5061,0.4939,0872,大理,L0DA,大理市,LA14,太和-大关邑网格
25.941761,100.100037,0.6059,0.3941,0872,大理,L0DB,大理古城区,532901110000,上关镇
25.518517,100.337798,0.6832,0.3168,0872,大理,L0DA,大理市,532901213000,大江西网格
26.011661,100.106505,0.53,0.47,0872,大理,L0DF,洱源,532930102000,邓川镇
26.075632,100.03617,0.5392,0.4608,0872,大理,L0DF,洱源,532930103000,右所镇
25.849398,100.113655,0.4444,0.5556,0872,大理,L0DB,大理古城区,532901104000,喜洲镇
25.60135,100.303198,0.5408,0.4592,0872,大理,L0DA,大理市,532901212000,华营网格
25.648786,100.328379,0.4608,0.5392,0872,大理,L0DA,大理市,532901212000,华营网格
25.633877,100.277174,0.6627,0.3373,0872,大理,L0DA,大理市,532901214000,满江网格
25.654568,100.177941,0.5101,0.4899,0872,大理,L0DB,大理古城区,532901102000,大理镇
25.666244,100.287091,0.4757,0.5243,0872,大理,L0DA,大理市,532901214000,满江网格
25.621438,100.221133,0.4435,0.5565,0872,大理,L0DA,大理市,LA01,阳洱-刘家营网格
26.002575,100.066352,0.5598,0.4402,0872,大理,L0DF,洱源,532930102000,邓川镇
26.021822,100.043926,0.4681,0.5319,0872,大理,L0DF,洱源,532930103000,右所镇
25.87437,100.117531,0.4231,0.5769,0872,大理,L0DB,大理古城区,532901104000,喜洲镇
25.79487,100.14152,0.4125,0.5875,0872,大理,L0DB,大理古城区,532901107000,湾桥镇
25.643165,100.288968,0.6293,0.3707,0872,大理,L0DA,大理市,532901214000,满江网格
25.766067,100.113829,0.5607,0.4393,0872,大理,L0DB,大理古城区,532901107000,湾桥镇
24.041429,97.925384,0.417,0.583,0692,德宏,N0CC,瑞丽,533102105000,勐卯城郊
24.038543,97.850426,0.4561,0.5439,0692,德宏,N0CC,瑞丽,NC01,麓川网格
24.460488,103.437651,0.3529,0.6471,0871,昆明,A0AC,石林,530126105000,西街口镇
24.403574,103.394999,0.5738,0.4262,0873,红河,G0ED,弥勒,GD01,湖泉网格
24.308072,103.427796,0.5859,0.4141,0873,红河,G0ED,弥勒,532504102000,新哨镇
24.388428,103.383259,0.4729,0.5271,0874,曲靖,D0FE,师宗县,530323102000,雄壁镇
24.342861,103.445413,0.5328,0.4672,0873,红河,G0ED,弥勒,GD01,湖泉网格
24.425389,103.484431,0.5669,0.4331,0873,红河,G0ED,弥勒,GD02,俊峰网格
24.285206,103.413786,0.5431,0.4569,0873,红河,G0ED,弥勒,532504102000,新哨镇
24.297572,103.439545,0.477,0.523,0873,红河,G0ED,弥勒,532504102000,新哨镇
24.388233,103.426847,0.6132,0.3868,0873,红河,G0ED,弥勒,GD04,万利园网格
24.433589,103.449235,0.6296,0.3704,0873,红河,G0ED,弥勒,GD02,俊峰网格
24.482842,103.426717,0.5091,0.4909,0873,红河,G0ED,弥勒,532504109000,西三镇
24.384754,103.469832,0.513,0.487,0873,红河,G0ED,弥勒,532504103000,虹溪镇
24.489891,98.611291,0.5265,0.4735,0692,德宏,N0CA,芒市,533103106000,芒市城郊
24.461593,98.547256,0.4444,0.5556,0692,德宏,N0CA,芒市,533103106000,芒市城郊
24.412329,98.508465,0.5176,0.4824,0692,德宏,N0CA,芒市,533103105000,风平镇
24.402627,98.4689,0.531,0.469,0692,德宏,N0CA,芒市,533103201000,轩岗乡
24.391941,98.537457,0.4559,0.5441,0692,德宏,N0CA,芒市,533103105000,风平镇
24.456489,98.492416,0.5458,0.4542,0692,德宏,N0CA,芒市,533103201000,轩岗乡
24.416361,98.456256,0.4861,0.5139,0692,德宏,N0CA,芒市,533103201000,轩岗乡
25.013295,103.177972,0.3423,0.6577,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.822323,103.125184,0.4692,0.5308,0871,昆明,A0AF,宜良,530125107000,南羊镇
24.985026,103.221943,0.464,0.536,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.979268,103.151729,0.4889,0.5111,0871,昆明,A0AF,宜良,AF04,金星网格
24.825939,103.157551,0.5141,0.4859,0871,昆明,A0AF,宜良,530125103000,狗街镇
25.005972,103.22016,0.6691,0.3309,0871,昆明,A0AF,宜良,530125201000,耿家营乡
25.040767,103.184849,0.4495,0.5505,0871,昆明,A0AF,宜良,530125102000,北古城镇
24.842102,103.171323,0.5359,0.4641,0871,昆明,A0AF,宜良,530125103000,狗街镇
25.00324,103.195721,0.4865,0.5135,0871,昆明,A0AF,宜良,530125102000,北古城镇
25.044498,98.385358,0.6218,0.3782,0875,保山,M0GB,腾冲,530581109000,中和镇
25.062936,98.500267,0.6578,0.3422,0875,保山,M0GB,腾冲,530581109000,中和镇
25.092102,98.488996,0.5733,0.4267,0875,保山,M0GB,腾冲,530581205000,新华乡
25.114383,98.536572,0.5556,0.4444,0875,保山,M0GA,隆阳区,530502207000,瓦马彝族白族乡
25.074934,98.489397,0.5712,0.4288,0875,保山,M0GB,腾冲,530581109000,中和镇
25.089622,98.383375,0.5858,0.4142,0875,保山,M0GB,腾冲,530581109000,中和镇
24.972883,98.44974,0.5923,0.4077,0875,保山,M0GB,腾冲,530581202000,北海乡
25.067107,98.471183,0.586,0.414,0875,保山,M0GB,腾冲,530581103000,滇滩镇
24.990226,98.493254,0.5403,0.4597,0875,保山,M0GB,腾冲,MB01,腾冲大东山砚湖网格
25.000403,98.483623,0.5398,0.4602,0875,保山,M0GB,腾冲,MB01,腾冲大东山砚湖网格
25.055392,98.517334,0.7258,0.2742,0875,保山,M0GB,腾冲,MB01,腾冲大东山砚湖网格
24.926197,98.468343,0.6033,0.3967,0875,保山,M0GB,腾冲,530581202000,北海乡
24.060135,101.953925,0.526,0.474,0877,玉溪,F0ID,新平县,FD03,新平城南网格
24.064132,102.027075,0.6271,0.3729,0877,玉溪,F0ID,新平县,530427100000,扬武镇
24.055825,101.970588,0.557,0.443,0877,玉溪,F0ID,新平县,FD01,新平城西网格
23.06121,104.355056,0.4184,0.5816,0876,文山,H0HG,马关,532625102000,八寨镇
24.413715,102.558565,0.4946,0.5054,0877,玉溪,F0IA,红塔区,530402005000,春和街道
24.217668,102.481955,0.6816,0.3184,0877,玉溪,F0IA,红塔区,530402008000,研和街道
24.239765,102.49453,0.5437,0.4563,0877,玉溪,F0IA,红塔区,530402008000,研和街道
24.388663,102.500291,0.6516,0.3484,0877,玉溪,F0IA,红塔区,530402005000,春和街道
24.265245,102.469398,0.607,0.393,0877,玉溪,F0IA,红塔区,530402008000,研和街道
24.310033,102.482241,0.444,0.556,0877,玉溪,F0IA,红塔区,530402007000,大营街街道
25.582829,103.774652,0.6015,0.3985,0874,曲靖,D0FA,麒麟区,D0FA#,麒麟区网格不详
25.593923,103.849373,0.5964,0.4036,0874,曲靖,D0FJ,沾益县,DJ02,金龙网格
25.513663,103.718352,0.4948,0.5052,0874,曲靖,D0FA,麒麟区,DA11,翠峰网格
25.606529,103.746115,0.6842,0.3158,0874,曲靖,D0FA,麒麟区,D0FA#,麒麟区网格不详
25.331109,103.835662,0.692,0.308,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.539111,103.722592,0.5363,0.4637,0874,曲靖,D0FA,麒麟区,DA11,翠峰网格
25.612879,103.874205,0.602,0.398,0874,曲靖,D0FJ,沾益县,DJ02,金龙网格
25.385089,103.872352,0.54,0.46,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.387414,103.820908,0.5607,0.4393,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.470191,103.87775,0.3733,0.6267,0874,曲靖,D0FA,麒麟区,530302012000,沿江街道办事处
25.465708,103.744798,0.6097,0.3903,0874,曲靖,D0FA,麒麟区,530302009000,潇湘街道办事处
25.550955,103.769629,0.4113,0.5887,0874,曲靖,D0FA,麒麟区,DA03,益宁网格
25.436653,103.865822,0.5769,0.4231,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.59725,103.785187,0.5493,0.4507,0874,曲靖,D0FA,麒麟区,D0FA#,麒麟区网格不详
25.302029,103.905726,0.3714,0.6286,0874,曲靖,D0FA,麒麟区,530302102000,越州镇
25.63068,103.806245,0.4822,0.5178,0874,曲靖,D0FJ,沾益县,DJ02,金龙网格
25.327072,103.867582,0.5962,0.4038,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.352865,103.840255,0.5759,0.4241,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.41564,103.859935,0.5339,0.4661,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.633526,103.748505,0.6171,0.3829,0874,曲靖,D0FA,麒麟区,D0FA#,麒麟区网格不详
25.265749,103.843007,0.55,0.45,0874,曲靖,D0FA,麒麟区,530302102000,越州镇
25.547291,103.863197,0.5884,0.4116,0874,曲靖,D0FJ,沾益县,DJ02,金龙网格
25.22979,103.844621,0.5516,0.4484,0874,曲靖,D0FA,麒麟区,530302102000,越州镇
25.626293,103.787846,0.5455,0.4545,0874,曲靖,D0FJ,沾益县,DJ03,西平网格
25.558916,103.742702,0.5,0.5,0874,曲靖,D0FA,麒麟区,DA11,翠峰网格
25.532741,103.875354,0.6151,0.3849,0874,曲靖,D0FA,麒麟区,530302013000,珠街街道办事处
25.444563,103.794392,0.6032,0.3968,0874,曲靖,D0FA,麒麟区,530302009000,潇湘街道办事处
25.316033,103.834656,0.5169,0.4831,0874,曲靖,D0FA,麒麟区,530302102000,越州镇
25.315174,103.854504,0.5,0.5,0874,曲靖,D0FA,麒麟区,530302011000,三宝街道办事处
25.481854,103.862584,0.6026,0.3974,0874,曲靖,D0FA,麒麟区,530302012000,沿江街道办事处
25.50302,103.715657,0.5747,0.4253,0874,曲靖,D0FA,麒麟区,DA10,西城网格
25.562962,103.84781,0.5869,0.4131,0874,曲靖,D0FJ,沾益县,DJ01,龙华网格
27.074156,102.975626,0.2222,0.7778,0870,昭通,C0LF,巧家县,CF01,花园网格
21.723251,100.105577,0.1814,0.8186,0691,版纳,K0BB,勐海县,532822102000,打洛镇
21.717575,100.142611,0.1781,0.8219,0691,版纳,K0BB,勐海县,532822102000,打洛镇
23.533904,99.034842,0.4481,0.5519,0883,临沧,S0ME,耿马,SE01,孟定城区网格
23.548424,99.057627,0.4439,0.5561,0883,临沧,S0ME,耿马,530926403000,孟定农场片区
23.616135,99.119794,0.4968,0.5032,0883,临沧,S0ME,耿马,530926403000,孟定农场片区
25.490074,100.432515,0.3846,0.6154,0872,大理,L0DM,弥渡,532925102000,红岩镇
25.414709,100.405555,0.4782,0.5218,0872,大理,L0DM,弥渡,532925102000,红岩镇
25.456157,100.416259,0.4455,0.5545,0872,大理,L0DM,弥渡,532925102000,红岩镇
25.350587,100.466387,0.3721,0.6279,0872,大理,L0DM,弥渡,532925103000,新街镇
25.308975,100.506672,0.3729,0.6271,0872,大理,L0DM,弥渡,532925104000,寅街镇
23.44622,104.122715,0.4576,0.5424,0876,文山,H0HA,文山,532601104000,马塘镇
23.319161,104.340329,0.4434,0.5566,0876,文山,H0HA,文山,532601108000,追栗街镇
23.402137,104.231815,0.5133,0.4867,0876,文山,H0HA,文山,HA03,七花至文新街网格
23.466805,104.148817,0.339,0.661,0876,文山,H0HA,文山,532601104000,马塘镇
23.34872,104.290937,0.5404,0.4596,0876,文山,H0HA,文山,HA01,新平坝街道网格
23.427669,104.247735,0.5833,0.4167,0876,文山,H0HA,文山,532601201000,东山彝族乡
23.447334,104.136776,0.5545,0.4455,0876,文山,H0HA,文山,532601104000,马塘镇
23.375526,104.275319,0.3824,0.6176,0876,文山,H0HA,文山,HA01,新平坝街道网格
23.291059,104.272738,0.4887,0.5113,0876,文山,H0HA,文山,532601102000,古木镇
23.409324,104.243762,0.4823,0.5177,0876,文山,H0HA,文山,HA02,大以古至攀枝花网格
23.45823,104.113138,0.3077,0.6923,0876,文山,H0HA,文山,532601104000,马塘镇
23.428919,104.219231,0.431,0.569,0876,文山,H0HA,文山,HA02,大以古至攀枝花网格
23.308543,104.350627,0.47,0.53,0876,文山,H0HA,文山,532601108000,追栗街镇
23.424881,104.162083,0.4375,0.5625,0876,文山,H0HA,文山,HA02,大以古至攀枝花网格
23.329619,104.27012,0.4232,0.5768,0876,文山,H0HA,文山,HA01,新平坝街道网格
23.302459,104.273469,0.5647,0.4353,0876,文山,H0HA,文山,532601102000,古木镇
23.396168,104.189923,0.4662,0.5338,0876,文山,H0HA,文山,HA02,大以古至攀枝花网格
23.399651,104.237977,0.5223,0.4777,0876,文山,H0HA,文山,HA02,大以古至攀枝花网格
23.4599,104.127901,0.5378,0.4622,0876,文山,H0HA,文山,532601104000,马塘镇
23.377611,104.19626,0.4573,0.5427,0876,文山,H0HA,文山,HA01,新平坝街道网格
23.357576,104.221858,0.5192,0.4808,0876,文山,H0HA,文山,HA03,七花至文新街网格
27.149267,103.698898,0.2632,0.7368,0870,昭通,C0LY,昭阳区,530602201000,布嘎回族乡
25.432097,100.717073,0.3432,0.6568,0872,大理,L0DK,祥云,532923103000,云南驿网格
25.412855,100.625965,0.3745,0.6255,0872,大理,L0DK,祥云,LK03,祥云城南网格
